Percentiles,Home Page,Search Page,Simple Form 1,Simple Form 2
65.0,1007.0,725.0,1575.0,5863.0
65.1,1007.0,725.0,1575.0,5863.0
65.2,1007.0,725.0,1575.0,5863.0
65.3,1008.0,725.0,1575.0,5863.0
65.4,1008.0,725.0,1575.0,5863.0
65.5,1008.0,725.0,1575.0,5863.0
65.6,1008.0,725.0,1575.0,5889.0
65.7,1008.0,725.0,1575.0,5889.0
65.8,1008.0,725.0,1575.0,5889.0
65.9,1008.0,725.0,1575.0,5889.0
66.0,1008.0,725.0,1575.0,5889.0
66.1,1008.0,725.0,1575.0,5889.0
66.2,1008.0,744.0,1575.0,5889.0
66.3,1008.0,744.0,1575.0,5889.0
66.4,1008.0,744.0,1575.0,5889.0
66.5,1008.0,744.0,1575.0,5889.0
66.6,1008.0,744.0,1575.0,5889.0
66.7,1013.0,744.0,1633.0,5889.0
66.8,1013.0,744.0,1633.0,5889.0
66.9,1013.0,744.0,1633.0,5889.0
67.0,1013.0,744.0,1633.0,5889.0
67.1,1013.0,744.0,1633.0,5889.0
67.2,1013.0,744.0,1633.0,5889.0
67.3,1013.0,744.0,1633.0,5890.0
67.4,1013.0,744.0,1633.0,5890.0
67.5,1013.0,744.0,1633.0,5890.0
67.6,1013.0,744.0,1633.0,5890.0
67.7,1013.0,758.0,1633.0,5890.0
67.8,1013.0,758.0,1633.0,5890.0
67.9,1013.0,758.0,1633.0,5890.0
68.0,1013.0,758.0,1633.0,5890.0
68.1,1013.0,758.0,1633.0,5890.0
68.2,1124.0,758.0,1633.0,5890.0
68.3,1124.0,758.0,1633.0,5890.0
68.4,1124.0,758.0,1633.0,5890.0
68.5,1124.0,758.0,1633.0,5890.0
68.6,1124.0,758.0,1633.0,5890.0
68.7,1124.0,758.0,1672.0,5890.0
68.8,1124.0,758.0,1672.0,5890.0
68.9,1124.0,758.0,1672.0,6054.0
69.0,1124.0,758.0,1672.0,6054.0
69.1,1124.0,758.0,1672.0,6054.0
69.2,1124.0,758.0,1672.0,6054.0
69.3,1124.0,772.0,1672.0,6054.0
69.4,1124.0,772.0,1672.0,6054.0
69.5,1124.0,772.0,1672.0,6054.0
69.6,1135.0,772.0,1672.0,6054.0
69.7,1135.0,772.0,1672.0,6054.0
69.8,1135.0,772.0,1672.0,6054.0
69.9,1135.0,772.0,1672.0,6054.0
70.0,1135.0,772.0,1672.0,6054.0
70.1,1135.0,772.0,1672.0,6054.0
70.2,1135.0,772.0,1672.0,6054.0
70.3,1135.0,772.0,1672.0,6054.0
70.4,1135.0,772.0,1672.0,6054.0
70.5,1135.0,772.0,1672.0,6189.0
70.6,1135.0,772.0,1674.0,6189.0
70.7,1135.0,772.0,1674.0,6189.0
70.8,1135.0,790.0,1674.0,6189.0
70.9,1135.0,790.0,1674.0,6189.0
71.0,1135.0,790.0,1674.0,6189.0
71.1,1139.0,790.0,1674.0,6189.0
71.2,1139.0,790.0,1674.0,6189.0
71.3,1139.0,790.0,1674.0,6189.0
71.4,1139.0,790.0,1674.0,6189.0
71.5,1139.0,790.0,1674.0,6189.0
71.6,1139.0,790.0,1674.0,6189.0
71.7,1139.0,790.0,1674.0,6189.0
71.8,1139.0,790.0,1674.0,6189.0
71.9,1139.0,790.0,1674.0,6189.0
72.0,1139.0,790.0,1674.0,6189.0
72.1,1139.0,790.0,1674.0,6189.0
72.2,1139.0,790.0,1674.0,6255.0
72.3,1139.0,790.0,1674.0,6255.0
72.4,1139.0,809.0,1674.0,6255.0
72.5,1144.0,809.0,1674.0,6255.0
72.6,1144.0,809.0,1679.0,6255.0
72.7,1144.0,809.0,1679.0,6255.0
72.8,1144.0,809.0,1679.0,6255.0
72.9,1144.0,809.0,1679.0,6255.0
73.0,1144.0,809.0,1679.0,6255.0
73.1,1144.0,809.0,1679.0,6255.0
73.2,1144.0,809.0,1679.0,6255.0
73.3,1144.0,809.0,1679.0,6255.0
73.4,1144.0,809.0,1679.0,6255.0
73.5,1144.0,809.0,1679.0,6255.0
73.6,1144.0,809.0,1679.0,6255.0
73.7,1144.0,809.0,1679.0,6255.0
73.8,1144.0,809.0,1679.0,6424.0
73.9,1144.0,814.0,1679.0,6424.0
74.0,1180.0,814.0,1679.0,6424.0
74.1,1180.0,814.0,1679.0,6424.0
74.2,1180.0,814.0,1679.0,6424.0
74.3,1180.0,814.0,1679.0,6424.0
74.4,1180.0,814.0,1679.0,6424.0
74.5,1180.0,814.0,1679.0,6424.0
74.6,1180.0,814.0,1703.0,6424.0
74.7,1180.0,814.0,1703.0,6424.0
74.8,1180.0,814.0,1703.0,6424.0
74.9,1180.0,814.0,1703.0,6424.0
75.0,1180.0,814.0,1703.0,6424.0
75.1,1180.0,814.0,1703.0,6424.0
75.2,1180.0,814.0,1703.0,6424.0
75.3,1180.0,814.0,1703.0,6424.0
75.4,1186.0,826.0,1703.0,6424.0
75.5,1186.0,826.0,1703.0,6532.0
75.6,1186.0,826.0,1703.0,6532.0
75.7,1186.0,826.0,1703.0,6532.0
75.8,1186.0,826.0,1703.0,6532.0
75.9,1186.0,826.0,1703.0,6532.0
76.0,1186.0,826.0,1703.0,6532.0
76.1,1186.0,826.0,1703.0,6532.0
76.2,1186.0,826.0,1703.0,6532.0
76.3,1186.0,826.0,1703.0,6532.0
76.4,1186.0,826.0,1703.0,6532.0
76.5,1186.0,826.0,1732.0,6532.0
76.6,1186.0,826.0,1732.0,6532.0
76.7,1186.0,826.0,1732.0,6532.0
76.8,1186.0,826.0,1732.0,6532.0
76.9,1187.0,826.0,1732.0,6532.0
77.0,1187.0,836.0,1732.0,6532.0
77.1,1187.0,836.0,1732.0,6574.0
77.2,1187.0,836.0,1732.0,6574.0
77.3,1187.0,836.0,1732.0,6574.0
77.4,1187.0,836.0,1732.0,6574.0
77.5,1187.0,836.0,1732.0,6574.0
77.6,1187.0,836.0,1732.0,6574.0
77.7,1187.0,836.0,1732.0,6574.0
77.8,1187.0,836.0,1732.0,6574.0
77.9,1187.0,836.0,1732.0,6574.0
78.0,1187.0,836.0,1732.0,6574.0
78.1,1187.0,836.0,1732.0,6574.0
78.2,1187.0,836.0,1732.0,6574.0
78.3,1193.0,836.0,1732.0,6574.0
78.4,1193.0,836.0,1732.0,6574.0
78.5,1193.0,839.0,1826.0,6574.0
78.6,1193.0,839.0,1826.0,6574.0
78.7,1193.0,839.0,1826.0,6795.0
78.8,1193.0,839.0,1826.0,6795.0
78.9,1193.0,839.0,1826.0,6795.0
79.0,1193.0,839.0,1826.0,6795.0
79.1,1193.0,839.0,1826.0,6795.0
79.2,1193.0,839.0,1826.0,6795.0
79.3,1193.0,839.0,1826.0,6795.0
79.4,1193.0,839.0,1826.0,6795.0
79.5,1193.0,839.0,1826.0,6795.0
79.6,1193.0,839.0,1826.0,6795.0
79.7,1193.0,839.0,1826.0,6795.0
79.8,1200.0,839.0,1826.0,6795.0
79.9,1200.0,839.0,1826.0,6795.0
80.0,1200.0,839.0,1826.0,6795.0
80.1,1200.0,843.0,1826.0,6795.0
80.2,1200.0,843.0,1826.0,6795.0
80.3,1200.0,843.0,1826.0,6795.0
80.4,1200.0,843.0,1944.0,6875.0
80.5,1200.0,843.0,1944.0,6875.0
80.6,1200.0,843.0,1944.0,6875.0
80.7,1200.0,843.0,1944.0,6875.0
80.8,1200.0,843.0,1944.0,6875.0
80.9,1200.0,843.0,1944.0,6875.0
81.0,1200.0,843.0,1944.0,6875.0
81.1,1200.0,843.0,1944.0,6875.0
81.2,1223.0,843.0,1944.0,6875.0
81.3,1223.0,843.0,1944.0,6875.0
81.4,1223.0,843.0,1944.0,6875.0
81.5,1223.0,843.0,1944.0,6875.0
81.6,1223.0,848.0,1944.0,6875.0
81.7,1223.0,848.0,1944.0,6875.0
81.8,1223.0,848.0,1944.0,6875.0
81.9,1223.0,848.0,1944.0,6875.0
82.0,1223.0,848.0,1944.0,7049.0
82.1,1223.0,848.0,1944.0,7049.0
82.2,1223.0,848.0,1944.0,7049.0
82.3,1223.0,848.0,1944.0,7049.0
82.4,1223.0,848.0,1986.0,7049.0
82.5,1223.0,848.0,1986.0,7049.0
82.6,1223.0,848.0,1986.0,7049.0
82.7,1243.0,848.0,1986.0,7049.0
82.8,1243.0,848.0,1986.0,7049.0
82.9,1243.0,848.0,1986.0,7049.0
83.0,1243.0,848.0,1986.0,7049.0
83.1,1243.0,853.0,1986.0,7049.0
83.2,1243.0,853.0,1986.0,7049.0
83.3,1243.0,853.0,1986.0,7049.0
83.4,1243.0,853.0,1986.0,7049.0
83.5,1243.0,853.0,1986.0,7049.0
83.6,1243.0,853.0,1986.0,7049.0
83.7,1243.0,853.0,1986.0,7218.0
83.8,1243.0,853.0,1986.0,7218.0
83.9,1243.0,853.0,1986.0,7218.0
84.0,1243.0,853.0,1986.0,7218.0
84.1,1277.0,853.0,1986.0,7218.0
84.2,1277.0,853.0,1986.0,7218.0
84.3,1277.0,853.0,1986.0,7218.0
84.4,1277.0,853.0,1990.0,7218.0
84.5,1277.0,853.0,1990.0,7218.0
84.6,1277.0,853.0,1990.0,7218.0
84.7,1277.0,856.0,1990.0,7218.0
84.8,1277.0,856.0,1990.0,7218.0
84.9,1277.0,856.0,1990.0,7218.0
85.0,1277.0,856.0,1990.0,7218.0
85.1,1277.0,856.0,1990.0,7218.0
85.2,1277.0,856.0,1990.0,7218.0
85.3,1277.0,856.0,1990.0,7398.0
85.4,1277.0,856.0,1990.0,7398.0
85.5,1277.0,856.0,1990.0,7398.0
85.6,1280.0,856.0,1990.0,7398.0
85.7,1280.0,856.0,1990.0,7398.0
85.8,1280.0,856.0,1990.0,7398.0
85.9,1280.0,856.0,1990.0,7398.0
86.0,1280.0,856.0,1990.0,7398.0
86.1,1280.0,856.0,1990.0,7398.0
86.2,1280.0,860.0,1990.0,7398.0
86.3,1280.0,860.0,2005.0,7398.0
86.4,1280.0,860.0,2005.0,7398.0
86.5,1280.0,860.0,2005.0,7398.0
86.6,1280.0,860.0,2005.0,7398.0
86.7,1280.0,860.0,2005.0,7398.0
86.8,1280.0,860.0,2005.0,7398.0
86.9,1280.0,860.0,2005.0,7403.0
87.0,1318.0,860.0,2005.0,7403.0
87.1,1318.0,860.0,2005.0,7403.0
87.2,1318.0,860.0,2005.0,7403.0
87.3,1318.0,860.0,2005.0,7403.0
87.4,1318.0,860.0,2005.0,7403.0
87.5,1318.0,860.0,2005.0,7403.0
87.6,1318.0,860.0,2005.0,7403.0
87.7,1318.0,864.0,2005.0,7403.0
87.8,1318.0,864.0,2005.0,7403.0
87.9,1318.0,864.0,2005.0,7403.0
88.0,1318.0,864.0,2005.0,7403.0
88.1,1318.0,864.0,2005.0,7403.0
88.2,1318.0,864.0,2005.0,7403.0
88.3,1318.0,864.0,2055.0,7403.0
88.4,1318.0,864.0,2055.0,7403.0
88.5,1337.0,864.0,2055.0,7403.0
88.6,1337.0,864.0,2055.0,7528.0
88.7,1337.0,864.0,2055.0,7528.0
88.8,1337.0,864.0,2055.0,7528.0
88.9,1337.0,864.0,2055.0,7528.0
89.0,1337.0,864.0,2055.0,7528.0
89.1,1337.0,864.0,2055.0,7528.0
89.2,1337.0,864.0,2055.0,7528.0
89.3,1337.0,871.0,2055.0,7528.0
89.4,1337.0,871.0,2055.0,7528.0
89.5,1337.0,871.0,2055.0,7528.0
89.6,1337.0,871.0,2055.0,7528.0
89.7,1337.0,871.0,2055.0,7528.0
89.8,1337.0,871.0,2055.0,7528.0
89.9,1340.0,871.0,2055.0,7528.0
90.0,1340.0,871.0,2055.0,7528.0
90.1,1340.0,871.0,2055.0,7528.0
90.2,1340.0,871.0,2111.0,7705.0
90.3,1340.0,871.0,2111.0,7705.0
90.4,1340.0,871.0,2111.0,7705.0
90.5,1340.0,871.0,2111.0,7705.0
90.6,1340.0,871.0,2111.0,7705.0
90.7,1340.0,871.0,2111.0,7705.0
90.8,1340.0,871.0,2111.0,7705.0
90.9,1340.0,871.0,2111.0,7705.0
91.0,1340.0,871.0,2111.0,7705.0
91.1,1340.0,871.0,2111.0,7705.0
91.2,1340.0,871.0,2111.0,7705.0
91.3,1340.0,871.0,2111.0,7705.0
91.4,1346.0,871.0,2111.0,7705.0
91.5,1346.0,871.0,2111.0,7705.0
91.6,1346.0,871.0,2111.0,7705.0
91.7,1346.0,871.0,2111.0,7705.0
91.8,1346.0,871.0,2111.0,7705.0
91.9,1346.0,871.0,2111.0,8390.0
92.0,1346.0,871.0,2111.0,8390.0
92.1,1346.0,871.0,2111.0,8390.0
92.2,1346.0,871.0,2167.0,8390.0
92.3,1346.0,871.0,2167.0,8390.0
92.4,1346.0,876.0,2167.0,8390.0
92.5,1346.0,876.0,2167.0,8390.0
92.6,1346.0,876.0,2167.0,8390.0
92.7,1346.0,876.0,2167.0,8390.0
92.8,1346.0,876.0,2167.0,8390.0
92.9,1346.0,876.0,2167.0,8390.0
93.0,1346.0,876.0,2167.0,8390.0
93.1,1346.0,876.0,2167.0,8390.0
93.2,1346.0,876.0,2167.0,8390.0
93.3,1346.0,876.0,2167.0,8390.0
93.4,1346.0,876.0,2167.0,8390.0
93.5,1346.0,876.0,2167.0,8929.0
93.6,1346.0,876.0,2167.0,8929.0
93.7,1346.0,876.0,2167.0,8929.0
93.8,1346.0,876.0,2167.0,8929.0
93.9,1346.0,896.0,2167.0,8929.0
94.0,1346.0,896.0,2167.0,8929.0
94.1,1346.0,896.0,2167.0,8929.0
94.2,1346.0,896.0,2168.0,8929.0
94.3,1426.0,896.0,2168.0,8929.0
94.4,1426.0,896.0,2168.0,8929.0
94.5,1426.0,896.0,2168.0,8929.0
94.6,1426.0,896.0,2168.0,8929.0
94.7,1426.0,896.0,2168.0,8929.0
94.8,1426.0,896.0,2168.0,8929.0
94.9,1426.0,896.0,2168.0,8929.0
95.0,1426.0,896.0,2168.0,8929.0
95.1,1426.0,896.0,2168.0,8947.0
95.2,1426.0,896.0,2168.0,8947.0
95.3,1426.0,896.0,2168.0,8947.0
95.4,1426.0,900.0,2168.0,8947.0
95.5,1426.0,900.0,2168.0,8947.0
95.6,1426.0,900.0,2168.0,8947.0
95.7,1428.0,900.0,2168.0,8947.0
95.8,1428.0,900.0,2168.0,8947.0
95.9,1428.0,900.0,2168.0,8947.0
96.0,1428.0,900.0,2168.0,8947.0
96.1,1428.0,900.0,2183.0,8947.0
96.2,1428.0,900.0,2183.0,8947.0
96.3,1428.0,900.0,2183.0,8947.0
96.4,1428.0,900.0,2183.0,8947.0
96.5,1428.0,900.0,2183.0,8947.0
96.6,1428.0,900.0,2183.0,8947.0
96.7,1428.0,900.0,2183.0,8947.0
96.8,1428.0,900.0,2183.0,9009.0
96.9,1428.0,900.0,2183.0,9009.0
97.0,1428.0,908.0,2183.0,9009.0
97.1,1428.0,908.0,2183.0,9009.0
97.2,1440.0,908.0,2183.0,9009.0
97.3,1440.0,908.0,2183.0,9009.0
97.4,1440.0,908.0,2183.0,9009.0
97.5,1440.0,908.0,2183.0,9009.0
97.6,1440.0,908.0,2183.0,9009.0
97.7,1440.0,908.0,2183.0,9009.0
97.8,1440.0,908.0,2183.0,9009.0
97.9,1440.0,908.0,2183.0,9009.0
98.0,1440.0,908.0,2183.0,9009.0
98.1,1440.0,908.0,2194.0,9009.0
98.2,1440.0,908.0,2194.0,9009.0
98.3,1440.0,908.0,2194.0,9009.0
98.4,1440.0,908.0,2194.0,9079.0
98.5,1440.0,912.0,2194.0,9079.0
98.6,1490.0,912.0,2194.0,9079.0
98.7,1490.0,912.0,2194.0,9079.0
98.8,1490.0,912.0,2194.0,9079.0
98.9,1490.0,912.0,2194.0,9079.0
99.0,1490.0,912.0,2194.0,9079.0
99.1,1490.0,912.0,2194.0,9079.0
99.2,1490.0,912.0,2194.0,9079.0
99.3,1490.0,912.0,2194.0,9079.0
99.4,1490.0,912.0,2194.0,9079.0
99.5,1490.0,912.0,2194.0,9079.0
99.6,1490.0,912.0,2194.0,9079.0
99.7,1490.0,912.0,2194.0,9079.0
99.8,1490.0,912.0,2194.0,9079.0
99.9,1490.0,912.0,2194.0,9079.0
